id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,latitude,longitude,altitude_med
482,6077,LucÃ©ram,79300,2017,Jan,6,11,Involontaire,travaux,43.8997,7.3506,1420.0
483,7153,Mayres,213000,2017,Mar,21,17,Malveillance,NA,44.6646,4.1001,550.0
484,5038,ChÃ¢teau-Ville-Vieille,233900,2017,Apr,25,13,Malveillance,NA,44.7617,6.811,1825.0
485,26354,Treschenu-Creyers,55000,2017,Apr,24,12,Involontaire,particulier,44.7318,5.5412,1010.0
486,7141,LentillÃ¨res,124800,2017,Apr,15,20,Malveillance,NA,44.6071,4.2948,360.0
487,48165,Saint-Laurent-de-Muret,60400,2017,Feb,26,14,Involontaire,travaux,44.6001,3.1752,1150.0
488,48020,Bassurels,199000,2017,Feb,26,15,Involontaire,travaux,44.1627,3.6013,1042.0
489,30190,Notre-Dame-de-la-RouviÃ¨re,239135,2017,Apr,19,12,Involontaire,travaux,44.05,3.7,367.0
490,13039,Fos-sur-Mer,53000,2017,Jun,6,19,Malveillance,NA,43.4546,4.8979,1.0
491,34237,Roujan,185147,2017,Jun,11,10,Involontaire,particulier,43.5119,3.3082,73.0
492,6074,Lantosque,233030,2017,Jan,13,17,Malveillance,NA,43.9787,7.3121,485.0
493,6157,Vence,61220,2017,Jan,25,14,Involontaire,travaux,43.7373,7.0995,299.0
494,34103,FontÃ¨s,67435,2017,Jun,24,22,Malveillance,NA,43.5414,3.3881,40.0
495,34183,Nissan-lez-Enserune,80000,2017,Jun,25,12,Involontaire,particulier,43.282,3.1051,33.0
496,2B185,Oletta,75000,2017,Jun,24,11,Malveillance,NA,42.6451,9.3453,54.0
497,13039,Fos-sur-Mer,184270,2017,Jun,24,15,Malveillance,NA,43.4546,4.8979,1.0
498,34135,Lespignan,80000,2017,Jun,25,18,Accidentelle,NA,43.2737,3.1689,37.0
499,2B123,Ghisonaccia,280000,2017,Jun,28,16,Malveillance,NA,42.0454,9.4192,61.0
500,13098,Saint-Mitre-les-Remparts,143400,2017,Jun,30,16,Malveillance,NA,43.4565,5.0152,4.0
501,83101,Ramatuelle,156400,2017,Jun,7,13,Involontaire,travaux,43.2115,6.6449,31.0
502,4020,Barles,57500,2017,Feb,16,11,Involontaire,particulier,44.2815,6.2532,886.0
503,5101,Pelvoux,100300,2017,Jan,5,13,Involontaire,particulier,44.8646,6.4333,1270.0
504,6157,Vence,342850,2017,Jul,3,17,Accidentelle,NA,43.7373,7.0995,299.0
505,34214,Pouzolles,93500,2017,Jul,6,12,Malveillance,NA,43.478,3.2727,73.0
506,5108,Puy-Saint-EusÃ¨be,144800,2017,Feb,23,15,Involontaire,particulier,44.5667,6.4129,873.0
507,66053,Collioure,50000,2017,Jun,19,18,Involontaire,particulier,42.5087,3.0744,72.0
508,2B314,Santo-Pietro-di-Tenda,260000,2017,Jul,6,15,Accidentelle,NA,42.6677,9.1995,480.0
509,34031,Bessan,62000,2017,Jul,11,16,Malveillance,NA,43.3566,3.4141,20.0
510,2B079,Castello-di-Rostino,75000,2017,Jul,17,11,Malveillance,NA,42.4732,9.2967,499.0
511,2B290,Speloncato,62000,2017,Jul,17,13,Malveillance,NA,42.5757,8.9731,844.0
512,2B355,Volpajola,200000,2017,Jul,17,14,Involontaire,particulier,42.5237,9.3699,70.0
513,34013,Aspiran,71800,2017,Jul,13,11,Involontaire,travaux,43.5654,3.4499,40.0
514,4160,Reillanne,79300,2017,Jul,18,14,Involontaire,travaux,43.8884,5.6565,455.0
515,48100,Montbel,50000,2017,Jan,7,15,Involontaire,travaux,44.5992,3.7182,1080.0
516,6050,Coursegoules,80370,2017,Feb,21,14,Malveillance,NA,43.7898,7.0384,985.0
517,2A103,Cuttoli-Corticchiato,130000,2017,Jun,22,14,Involontaire,particulier,41.9776,8.884,600.0
518,2A198,Ota,50000,2017,Jul,8,10,Malveillance,NA,42.2537,8.7362,28.0
519,2A323,Tavaco,210000,2017,Jul,8,12,Malveillance,NA,42.0327,8.8873,433.0
520,6156,Venanson,99010,2017,Feb,26,10,Involontaire,particulier,44.0412,7.2386,1130.0
521,2A215,Pianottoli-Caldarello,51400,2017,Jul,16,13,Accidentelle,NA,41.5209,9.0456,100.0
522,2B009,AlÃ©ria,613700,2017,Jul,24,10,Malveillance,NA,42.0993,9.4972,41.0
523,2B143,Linguizzetta,382800,2017,Jul,24,16,Malveillance,NA,42.2144,9.5015,78.0
524,13072,Peynier,964000,2017,Jul,26,10,Involontaire,particulier,43.4375,5.6204,201.0
525,6034,Castagniers,906980,2017,Jul,17,14,Involontaire,particulier,43.79,7.2298,78.0
526,6130,Saint-Vallier-de-Thiey,154930,2017,Jul,24,15,Malveillance,NA,43.6994,6.8516,708.0
527,30189,NÃ®mes,103558,2017,Jul,25,14,Malveillance,NA,43.8322,4.3429,39.0
528,30351,Villeneuve-lÃ¨s-Avignon,174628,2017,Jul,26,14,Malveillance,NA,43.9776,4.792,20.0
529,4020,Barles,577600,2017,Feb,25,13,Involontaire,particulier,44.2815,6.2532,886.0
530,4218,Thorame-Basse,84100,2017,Feb,25,16,Involontaire,travaux,44.1019,6.4854,968.0
531,34166,Montblanc,119550,2017,Jul,24,12,Malveillance,NA,43.3775,3.3569,15.0
532,66138,Peyrestortes,70000,2017,Jul,17,14,Malveillance,NA,42.7484,2.8471,42.0
533,66024,Boulou (Le),60000,2017,Jul,18,17,Involontaire,particulier,42.5267,2.8328,148.0
534,13047,Istres,58200,2017,Jul,31,15,Malveillance,NA,43.5455,4.9476,1.0
535,34116,Grabels,68876,2017,Jul,28,14,Malveillance,NA,43.6503,3.7894,100.0
536,13001,Aix-en-Provence,138100,2017,Aug,1,14,Involontaire,particulier,43.536,5.3879,215.0
537,13047,Istres,725200,2017,Aug,1,14,Malveillance,NA,43.5455,4.9476,1.0
538,26022,Ballons,120000,2017,Jul,17,15,Involontaire,travaux,44.2476,5.6478,660.0
539,2A249,Propriano,160000,2017,Jul,25,10,Malveillance,NA,41.651,8.89,5.0
540,2A017,Appietto,610000,2017,Aug,2,12,Malveillance,NA,41.9965,8.7311,317.0
541,2A001,Afa,57635,2017,Aug,2,13,Malveillance,NA,41.981,8.7975,235.0
542,2A004,Ajaccio,50000,2017,Aug,4,11,Involontaire,particulier,41.9228,8.7058,86.0
543,34181,NeffiÃ¨s,57370,2017,Aug,5,17,Involontaire,particulier,43.5381,3.3363,122.0
544,66130,OssÃ©ja,50000,2017,Feb,16,16,Involontaire,travaux,42.3923,2.0006,1446.0
545,66003,AmÃ©lie-les-Bains-Palalda,50000,2017,Feb,22,14,Malveillance,NA,42.4508,2.687,252.0
546,83119,Saint-Tropez,70000,2017,Jul,24,21,Involontaire,particulier,43.2619,6.6638,31.0
547,13077,Port-de-Bouc,336300,2017,Aug,10,18,Malveillance,NA,43.4207,4.9993,4.0
548,2B123,Ghisonaccia,150000,2017,Mar,7,12,Malveillance,NA,42.0454,9.4192,61.0
549,30081,Chusclan,194649,2017,Aug,12,12,Involontaire,travaux,44.1549,4.6902,63.0
550,6101,Rigaud,89033,2017,Aug,3,11,Involontaire,travaux,43.9942,6.976,860.0
551,30258,Saint-Gilles,100000,2017,Aug,15,16,Involontaire,travaux,43.6606,4.4128,94.0
552,2B277,Serra-di-Fiumorbo,50000,2017,Aug,11,11,Malveillance,NA,41.9668,9.3353,198.0
553,7251,Saint-Joseph-des-Bancs,96000,2017,Jan,7,15,Malveillance,NA,44.7515,4.4147,500.0
554,34076,Ceyras,74920,2017,Aug,20,19,Malveillance,NA,43.6512,3.4628,110.0
555,4024,Beaujeu,216100,2017,Feb,22,15,Involontaire,travaux,44.2144,6.3714,920.0
556,2B039,Bisinchi,108333,2017,Aug,21,12,Malveillance,NA,42.4816,9.3137,499.0
557,4171,Rougon,135600,2017,Aug,11,8,Accidentelle,NA,43.7866,6.3951,1110.0
558,84084,Motte-d'Aigues (La),660000,2017,Aug,11,17,Malveillance,NA,43.7817,5.5237,250.0
559,84050,Gordes,180300,2017,Aug,13,16,Accidentelle,NA,43.9074,5.204,488.0
560,34341,Villeveyrac,52321,2017,Jan,21,23,Involontaire,travaux,43.4956,3.5931,34.0
561,4070,Digne-les-Bains,115700,2017,Aug,23,16,Malveillance,NA,44.0954,6.2495,595.0
562,30105,Dourbies,100000,2017,Aug,29,12,Malveillance,NA,44.0664,3.4956,1107.0
563,83061,FrÃ©jus,347000,2017,Sep,1,16,Involontaire,particulier,43.4553,6.7848,18.0
564,2B292,Sant'AndrÃ©a-di-Bozio,210500,2017,Sep,2,12,Malveillance,NA,42.2767,9.2792,179.0
565,2B292,Sant'AndrÃ©a-di-Bozio,255700,2017,Sep,2,12,Malveillance,NA,42.2767,9.2792,179.0
566,2B143,Linguizzetta,400000,2017,Sep,2,16,Malveillance,NA,42.2144,9.5015,78.0
567,13073,Peypin,108900,2017,Sep,3,1,Malveillance,NA,43.3834,5.57,201.0
568,34096,FaugÃ¨res,70466,2017,Sep,2,1,Malveillance,NA,43.5665,3.174,184.0
569,7086,Ã‰tables,80000,2017,Aug,26,17,Involontaire,travaux,45.094,4.7381,160.0
570,26116,DonzÃ¨re,71000,2017,Sep,6,14,Involontaire,travaux,44.4347,4.71,90.0
571,2A345,Vero,77000,2017,Aug,17,14,Malveillance,NA,42.0576,8.9198,291.0
572,2A139,Lecci,110400,2017,Aug,20,3,Malveillance,NA,41.6594,9.3102,88.0
573,34181,NeffiÃ¨s,437143,2017,Sep,6,18,Malveillance,NA,43.5381,3.3363,122.0
574,13055,Marseille,55000,2017,Jul,24,15,Malveillance,NA,43.2803,5.3806,1.0
575,6050,Coursegoules,54150,2017,Sep,17,10,Involontaire,particulier,43.7898,7.0384,985.0
576,34145,Lunel,193045,2017,Sep,11,15,Involontaire,particulier,43.678,4.1329,10.0
577,34235,Rosis,447964,2017,Sep,12,18,Malveillance,NA,43.6295,2.9989,900.0
578,2B079,Castello-di-Rostino,99100,2017,Sep,21,15,Malveillance,NA,42.4732,9.2967,499.0
579,6077,LucÃ©ram,116600,2017,Sep,20,19,Naturelle,NA,43.8997,7.3506,1420.0
580,2B301,San-Gavino-di-Tenda,80000,2017,Sep,26,12,Malveillance,NA,42.6448,9.1688,480.0
581,83142,Trigance,300000,2017,Oct,8,14,Accidentelle,NA,43.7365,6.438,884.0
582,34211,Poujol-sur-Orb (Le),53170,2017,Oct,5,14,Involontaire,travaux,43.5848,3.0528,190.0
583,34281,Saint-Pargoire,846900,2017,Oct,6,5,Malveillance,NA,43.5268,3.5416,38.0
584,34170,Montouliers,523700,2017,Oct,7,13,Involontaire,particulier,43.3356,2.9068,31.0
585,6066,Gilette,125140,2017,Oct,7,6,Involontaire,particulier,43.8436,7.1602,723.0
586,34213,Poussan,100530,2017,Oct,8,16,Involontaire,particulier,43.4976,3.6623,34.0
587,2B116,Focicchia,97000,2017,Oct,17,15,Malveillance,NA,42.2472,9.2856,179.0
588,4008,Annot,208400,2017,Sep,17,12,Accidentelle,NA,43.9631,6.6631,705.0
589,4148,Peyroules,120000,2017,Sep,22,13,Malveillance,NA,43.8168,6.6495,967.0
590,48008,Arzenc-de-Randon,135000,2017,Mar,16,11,Involontaire,travaux,44.6598,3.608,1300.0
591,4120,Val d'Oronaye,767100,2017,Oct,5,13,Involontaire,travaux,44.43,6.8559,1700.0
592,30085,Collias,110000,2017,Jun,23,16,Accidentelle,NA,43.9493,4.4719,135.0
593,7139,Laviolle,133000,2017,Mar,18,14,Involontaire,travaux,44.761,4.3338,428.0
594,13038,Fontvieille,223600,2017,Oct,24,15,Involontaire,travaux,43.7278,4.7128,10.0
595,4023,Bayons,398600,2017,Mar,17,11,Involontaire,particulier,44.3233,6.1832,886.0
596,4139,Noyers-sur-Jabron,152300,2017,Mar,17,19,Involontaire,travaux,44.1644,5.8078,520.0
597,26123,Establet,68000,2017,Oct,29,13,Involontaire,particulier,44.4988,5.4415,1017.0
598,66014,Baixas,180000,2017,Aug,7,13,Involontaire,travaux,42.744,2.8079,42.0
599,48130,Rousses,168600,2017,Aug,21,14,Involontaire,particulier,44.1942,3.5697,812.0
600,48096,Meyrueis,147400,2017,Aug,5,15,Malveillance,NA,44.1723,3.4644,1054.0
601,66066,Enveitg,60000,2017,Mar,15,17,Involontaire,travaux,42.491,1.8922,1446.0
602,66011,Bages,350000,2017,Sep,2,12,Malveillance,NA,42.6075,2.8893,13.0
603,66108,Millas,50000,2017,Sep,5,14,Involontaire,travaux,42.6966,2.6865,103.0
604,12076,Conques-en-Rouergue,120000,2018,Feb,27,14,Malveillance,NA,44.5817,2.3895,320.0
605,43082,Cronce,76568,2018,Apr,21,12,Accidentelle,NA,45.0756,3.3572,1015.0
606,46176,Livernon,70000,2018,Aug,6,12,Accidentelle,NA,44.6516,1.8483,405.0
607,23062,ChÃ©niers,300000,2018,Oct,6,14,Accidentelle,NA,46.3528,1.8222,397.0
608,12025,Belmont-sur-Rance,50000,2018,Aug,9,11,Involontaire,travaux,43.8248,2.7517,345.0
609,12228,Saint-Izaire,80000,2018,Jul,9,16,Involontaire,travaux,43.9701,2.7006,266.0
610,40243,Rion-des-Landes,78000,2018,Sep,11,13,Involontaire,travaux,43.9318,-0.9436,77.0
611,47215,Pujols,80000,2018,Mar,22,14,Involontaire,particulier,44.3687,0.7006,50.0
612,7012,Arcens,50000,2018,Apr,21,16,Involontaire,travaux,44.8963,4.3184,450.0
613,83059,Forcalqueiret,110000,2018,Apr,27,14,Involontaire,particulier,43.3357,6.0884,189.0
614,34213,Poussan,113330,2018,Jul,10,16,Involontaire,particulier,43.4976,3.6623,34.0
615,34032,BÃ©ziers,90429,2018,Jul,11,16,Involontaire,particulier,43.3481,3.2342,50.0
616,66190,Salses-le-ChÃ¢teau,100000,2018,Jun,18,1,Accidentelle,NA,42.8359,2.9134,7.0
617,2B055,Campitello,100000,2018,Jan,28,12,Malveillance,NA,42.5272,9.3279,484.0
618,2B123,Ghisonaccia,50000,2018,Jan,2,15,Malveillance,NA,42.0454,9.4192,61.0
619,30042,Boisset-et-Gaujac,100023,2018,Aug,4,17,Malveillance,NA,44.0508,4.0282,132.0
620,34165,Montbazin,153404,2018,Aug,5,15,Malveillance,NA,43.5325,3.6694,34.0
621,34232,Roquebrun,50420,2018,Aug,4,15,Involontaire,particulier,43.5065,2.9978,130.0
622,34036,Bosc (Le),58132,2018,Aug,6,14,Malveillance,NA,43.6985,3.3896,110.0
623,2B123,Ghisonaccia,100700,2018,Sep,1,13,Malveillance,NA,42.0454,9.4192,61.0
624,2B009,AlÃ©ria,90000,2018,Sep,1,14,Malveillance,NA,42.0993,9.4972,41.0
625,34281,Saint-Pargoire,75019,2018,Sep,14,5,Malveillance,NA,43.5268,3.5416,38.0
626,2A284,Sollacaro,50000,2018,Apr,7,17,Involontaire,particulier,41.742,8.876,33.0
627,13071,Pennes-Mirabeau (Les),123300,2018,Sep,23,6,Accidentelle,NA,43.4005,5.3222,209.0
628,34121,Joncels,257367,2018,Sep,23,21,Malveillance,NA,43.7691,3.1834,390.0
629,34226,Quarante,119651,2018,Sep,24,10,Involontaire,particulier,43.353,2.9881,130.0
630,48115,Pompidou (Le),134700,2018,Sep,25,15,Involontaire,particulier,44.2062,3.6636,750.0
631,2B318,Taglio-Isolaccio,880000,2018,Jan,3,21,Accidentelle,NA,42.4336,9.5006,16.0
632,34165,Montbazin,85968,2018,Oct,2,21,Malveillance,NA,43.5325,3.6694,34.0
633,34165,Montbazin,359700,2018,Oct,4,15,Accidentelle,NA,43.5325,3.6694,34.0
634,34332,Vias,507900,2018,Oct,3,14,Involontaire,travaux,43.3089,3.3948,15.0
635,66136,Perpignan,60000,2018,Jul,8,16,Involontaire,particulier,42.699,2.9045,42.0
636,66190,Salses-le-ChÃ¢teau,55000,2018,Jul,11,13,Involontaire,particulier,42.8359,2.9134,7.0
637,66228,Villeneuve-la-RiviÃ¨re,59700,2018,Jul,20,14,Malveillance,NA,42.7046,2.7964,80.0
638,2B201,Pancheraccia,70000,2018,Jan,3,22,Malveillance,NA,42.1891,9.4093,685.0
639,48162,Saint-Julien-d'Arpaon,80000,2018,Feb,24,20,Involontaire,travaux,44.3,3.6667,903.0
640,66065,Elne,60000,2018,Sep,4,16,Malveillance,NA,42.6083,2.9781,13.0
641,66190,Salses-le-ChÃ¢teau,150000,2018,Sep,24,21,Involontaire,particulier,42.8359,2.9134,7.0
642,34286,Saint-Privat,79210,2018,Feb,25,14,Involontaire,travaux,43.7535,3.4285,620.0
643,34200,PÃ©zÃ¨nes-les-Mines,121077,2018,Feb,26,20,Malveillance,NA,43.6002,3.2444,389.0
644,6062,Fontan,90000,2018,Mar,25,15,Involontaire,particulier,44.0213,7.5527,425.0
645,6074,Lantosque,173400,2018,Apr,19,19,Malveillance,NA,43.9787,7.3121,485.0
646,38140,Crolles,140000,2019,Feb,15,13,Accidentelle,NA,45.2816,5.8853,970.0
647,39557,Vescles,50000,2019,Feb,25,17,Malveillance,NA,46.3547,5.6105,320.0
648,39478,Saint-Claude,200000,2019,Mar,27,14,Involontaire,travaux,46.4098,5.8802,1156.0
649,39289,Lect,75000,2019,Mar,27,14,Involontaire,travaux,46.3917,5.6687,320.0
650,43012,Aurec-sur-Loire,117175,2019,Mar,30,17,Involontaire,travaux,45.3668,4.2034,600.0
651,21037,Auxey-Duresses,95448,2019,Apr,15,13,Involontaire,travaux,46.989,4.7299,425.0
652,65428,Sireix,1000000,2019,Jan,4,8,Involontaire,travaux,42.9651,-0.1558,1105.0
653,65032,Arrens-Marsous,100000,2019,Mar,16,21,Involontaire,travaux,42.9089,-0.2517,1105.0
654,55574,Vouthon-Bas,300000,2019,Jul,22,17,Involontaire,travaux,48.4888,5.6165,256.0
655,39377,Mutigney,110000,2019,Jul,17,11,Involontaire,travaux,47.2844,5.5322,305.0
656,21694,Villeferry,74900,2019,Jul,25,11,Involontaire,particulier,47.4487,4.5267,340.0
657,21309,Griselles,160000,2019,Jul,17,13,Involontaire,travaux,47.8759,4.3649,195.0
658,52205,Foulain,600000,2019,Jul,25,15,Involontaire,travaux,48.0234,5.1632,335.0
659,49154,GrÃ©zillÃ©,90000,2019,Aug,4,14,Involontaire,particulier,47.3333,-0.35,75.0
660,49180,LonguÃ©-Jumelles,70000,2019,Aug,14,12,Involontaire,travaux,47.3961,-0.1092,35.0
661,58087,Cossaye,86647,2019,Jul,30,19,Malveillance,NA,46.7556,3.511,236.0
662,31334,Mauzac,300000,2019,Jul,19,13,Involontaire,travaux,43.3772,1.3028,200.0
663,31451,Revel,50000,2019,Aug,26,21,Involontaire,particulier,43.4679,1.9975,320.0
664,81016,Arfons,120000,2019,Sep,15,5,Malveillance,NA,43.4193,2.1865,630.0
665,23067,La Courtine,100000,2019,Sep,16,16,Accidentelle,NA,45.7315,2.2429,772.0
666,23067,La Courtine,50000,2019,Sep,21,14,Accidentelle,NA,45.7315,2.2429,772.0
667,58226,Saint-Agnan,97104,2019,Sep,20,14,Accidentelle,NA,47.3251,4.0917,525.0
668,12090,Druelle Balsac,90000,2019,Jul,12,15,Involontaire,travaux,44.3782,2.4721,590.0
669,79153,LoubignÃ©,200000,2019,Jul,7,19,Involontaire,travaux,46.0748,-0.0792,106.0
670,50403,Pirou,400000,2019,Mar,27,13,Malveillance,NA,49.1641,-1.5561,7.0
671,3055,La Chapelaude,740000,2019,Aug,31,13,Accidentelle,NA,46.428,2.5114,370.0
672,64255,Halsou,100000,2019,Mar,3,15,Involontaire,particulier,43.3842,-1.4089,135.0
673,64276,Issor,80000,2019,Mar,3,14,Involontaire,particulier,43.0892,-0.6566,260.0
674,64124,Bidarray,950000,2019,Mar,3,10,Involontaire,particulier,43.2682,-1.353,135.0
675,64504,Sare,200000,2019,Feb,16,18,Involontaire,particulier,43.2968,-1.5822,180.0
676,64477,Saint-Ã‰tienne-de-BaÃ¯gorry,190000,2019,Feb,27,11,Involontaire,travaux,43.1792,-1.3543,252.0
677,64342,Licq-AthÃ©rey,100000,2019,Feb,22,14,Involontaire,travaux,43.0582,-0.8836,216.0
678,64218,EstÃ©renÃ§uby,50000,2019,Feb,17,7,Involontaire,travaux,43.0772,-1.1763,292.0
679,64218,EstÃ©renÃ§uby,50005,2019,Feb,16,12,Involontaire,travaux,43.0772,-1.1763,292.0
680,64298,Lacarry-Arhan-Charritte-de-Haut,60000,2019,Mar,3,17,Malveillance,NA,43.0733,-0.9607,1327.0
681,24222,La Force,60000,2019,Apr,15,7,Accidentelle,NA,44.8799,0.358,79.0
682,24218,Jumilhac-le-Grand,50000,2019,Mar,24,16,Accidentelle,NA,45.5032,1.0874,324.0
683,33498,Salles,320000,2019,Aug,4,14,Naturelle,NA,44.536,-0.8899,7.0
684,33498,Salles,50000,2019,Aug,2,16,Naturelle,NA,44.536,-0.8899,7.0
685,33251,Louchats,150000,2019,Apr,15,16,Involontaire,travaux,44.5104,-0.5691,75.0
686,47186,Montesquieu,50000,2019,Jul,14,15,Malveillance,NA,44.2093,0.4528,148.0
687,38294,Panossas,79000,2019,Jul,16,16,Involontaire,travaux,45.6772,5.1902,250.0
688,1037,BÃ©nonces,100000,2019,Feb,28,16,Involontaire,travaux,45.842,5.4834,944.0
689,41275,La Ville-aux-Clercs,190000,2019,Jul,4,15,Involontaire,travaux,47.9185,1.0977,85.0
690,41041,La Chapelle-Vicomtesse,600000,2019,Jul,17,16,Involontaire,travaux,47.9833,1.0443,206.0
691,41250,SougÃ©,82000,2019,Jul,22,15,Involontaire,travaux,47.7812,0.7231,113.0
692,41248,CouÃ«tron-au-Perche,80300,2019,Jul,22,16,Involontaire,travaux,48.0573,0.894,172.0
693,41088,Fontaine-Raoul,201000,2019,Jul,25,16,Involontaire,travaux,47.9749,1.1324,95.0
694,4074,Entrages,99000,2019,Mar,12,14,Involontaire,travaux,44.0398,6.2732,600.0
695,48119,PrÃ©venchÃ¨res,72300,2019,Mar,17,11,Involontaire,travaux,44.5144,3.9119,900.0
696,6013,BelvÃ©dÃ¨re,50000,2019,Mar,26,0,Malveillance,NA,44.0615,7.3612,625.0
697,7077,Darbres,50000,2019,Mar,24,10,Involontaire,travaux,44.6597,4.5216,740.0
698,34007,Aigues-Vives,256785,2019,Mar,29,11,Involontaire,travaux,43.3503,2.8231,124.0
699,34235,Rosis,78396,2019,Mar,29,14,Malveillance,NA,43.6295,2.9989,900.0
700,6148,Tourrettes-sur-Loup,734000,2019,Jan,27,11,Malveillance,NA,43.718,7.0353,44.0
701,83069,HyÃ¨res,116000,2019,Jun,14,14,Malveillance,NA,43.1139,6.2357,6.0
702,2A272,SartÃ¨ne,73800,2019,Jun,14,10,Accidentelle,NA,41.5752,8.9326,62.0
703,2B002,Aghione,165000,2019,Jun,25,10,Malveillance,NA,42.0934,9.4064,61.0
704,34093,Dio-et-ValquiÃ¨res,124100,2019,Jun,29,12,Malveillance,NA,43.6699,3.2199,439.0
705,2B050,Calvi,150000,2019,Jul,8,11,Involontaire,particulier,42.5498,8.7611,295.0
706,13117,Vitrolles,80000,2019,Jul,10,18,Accidentelle,NA,43.4509,5.2655,9.0
707,13117,Vitrolles,50000,2019,Jul,10,18,Accidentelle,NA,43.4509,5.2655,9.0
708,83003,Ampus,380000,2019,Jul,2,11,Naturelle,NA,43.6218,6.3683,892.0
709,83082,Montferrat,50000,2019,Jul,5,15,Involontaire,travaux,43.6336,6.4774,892.0
710,4045,CÃ©reste,79700,2019,Jul,13,16,Malveillance,NA,43.853,5.5883,350.0
711,34341,Villeveyrac,55253,2019,Jul,15,19,Malveillance,NA,43.4956,3.5931,34.0
712,83137,Toulon,100000,2019,Jul,18,13,Malveillance,NA,43.1364,5.9334,3.0
713,34095,FabrÃ¨gues,622900,2019,Jul,18,16,Involontaire,particulier,43.5312,3.7737,34.0
714,4004,Allemagne-en-Provence,527700,2019,Jul,25,13,Involontaire,travaux,43.7921,6.0257,450.0
715,34143,Loupian,121109,2019,Jul,26,17,Involontaire,particulier,43.4509,3.6279,73.0
716,34213,Poussan,171261,2019,Jul,30,21,Malveillance,NA,43.4976,3.6623,34.0
717,48065,Fraissinet-de-Fourques,139500,2019,Feb,27,14,Involontaire,travaux,44.207,3.5362,1028.0
718,48194,Vialas,114270,2019,Jul,31,14,Involontaire,travaux,44.3466,3.893,610.0
719,83153,Saint-Mandrier-sur-Mer,175200,2019,Jul,29,12,Malveillance,NA,43.0759,5.9273,3.0
720,34015,Assignan,122869,2019,Aug,2,16,Involontaire,travaux,43.3997,2.8864,258.0
721,34268,Saint-Jean-de-la-BlaquiÃ¨re,149615,2019,Aug,8,11,Malveillance,NA,43.7077,3.4304,110.0
722,66156,Rabouillet,670000,2019,Mar,6,12,Involontaire,travaux,42.7265,2.3646,500.0
