id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,latitude,longitude,altitude_med
723,34145,Lunel,52989,2019,Aug,2,16,Involontaire,particulier,43.678,4.1329,10.0
724,4113,Marcoux,287800,2019,Aug,10,12,Involontaire,particulier,44.1287,6.2818,595.0
725,84035,Cavaillon,130300,2019,Jul,23,15,Malveillance,NA,43.8485,5.0333,65.0
726,2B079,Castello-di-Rostino,120000,2019,Aug,14,11,Malveillance,NA,42.4732,9.2967,499.0
727,34056,Castelnau-de-Guers,85000,2019,Aug,12,17,Involontaire,travaux,43.436,3.4718,20.0
728,5123,La Roche-des-Arnauds,70400,2019,Aug,14,5,Naturelle,NA,44.59,5.9596,1249.0
729,34166,Montblanc,206119,2019,Aug,3,15,Involontaire,travaux,43.3775,3.3569,15.0
730,30093,Conqueyrac,74723,2019,Aug,31,16,Naturelle,NA,43.9369,3.9032,160.0
731,83107,Roquebrune-sur-Argens,50000,2019,Aug,19,14,Involontaire,particulier,43.4282,6.6526,7.0
732,13103,Salon-de-Provence,82100,2019,Aug,14,22,Involontaire,particulier,43.643,5.049,89.0
733,13106,SeptÃ¨mes-les-Vallons,104400,2019,Sep,5,17,Involontaire,particulier,43.3931,5.3828,209.0
734,2B185,Oletta,50000,2019,Sep,8,12,Malveillance,NA,42.6451,9.3453,54.0
735,2B222,Pie-d'Orezza,100000,2019,Feb,24,10,Malveillance,NA,42.3756,9.3404,822.0
736,34329,Vendres,55176,2019,Sep,4,16,Involontaire,travaux,43.2569,3.2305,12.0
737,34017,Aumes,252400,2019,Sep,8,16,Malveillance,NA,43.4632,3.4695,22.0
738,2B143,Linguizzetta,219200,2019,Sep,13,14,Malveillance,NA,42.2144,9.5015,78.0
739,34205,Les Plans,112742,2019,Sep,4,14,Accidentelle,NA,43.7619,3.2712,846.0
740,26300,Saint-Dizier-en-Diois,57300,2019,Feb,23,14,Malveillance,NA,44.5133,5.4847,1017.0
741,34235,Rosis,189162,2019,Sep,15,12,Malveillance,NA,43.6295,2.9989,900.0
742,34281,Saint-Pargoire,326900,2019,Sep,5,17,Malveillance,NA,43.5268,3.5416,38.0
743,2B105,Erbajolo,71400,2019,Sep,17,12,Malveillance,NA,42.252,9.2642,179.0
744,34308,Taussac-la-BilliÃ¨re,52731,2019,Sep,6,17,Malveillance,NA,43.6339,3.0766,192.0
745,34168,Montesquieu,111935,2019,Sep,7,6,Malveillance,NA,43.5637,3.2708,122.0
746,2A048,Calcatoggio,83000,2019,Sep,10,11,Malveillance,NA,42.0305,8.7307,317.0
747,30190,Notre-Dame-de-la-RouviÃ¨re,87701,2019,Sep,5,13,Malveillance,NA,44.05,3.7,367.0
748,34045,CabriÃ¨res,57257,2019,Sep,18,12,Involontaire,particulier,43.5779,3.3473,200.0
749,2B355,Volpajola,566000,2019,Oct,4,10,Malveillance,NA,42.5237,9.3699,70.0
750,2A326,Tolla,710000,2019,Feb,23,19,Involontaire,travaux,41.9678,8.9674,698.0
751,2A272,SartÃ¨ne,208000,2019,Oct,9,14,Accidentelle,NA,41.5752,8.9326,62.0
752,66134,Passa,50000,2019,Apr,12,11,Malveillance,NA,42.5674,2.804,148.0
753,66212,Torreilles,150000,2019,May,30,13,Malveillance,NA,42.757,3.0059,7.0
754,66182,Sainte-Marie-la-Mer,50000,2019,May,30,15,Malveillance,NA,42.7262,3.0167,7.0
755,34210,Le Pouget,56401,2019,Oct,6,17,Accidentelle,NA,43.5919,3.5184,46.0
756,66205,Tautavel,80000,2019,Jul,5,14,Malveillance,NA,42.8163,2.7161,182.0
757,84089,Pertuis,212100,2019,Sep,8,16,Accidentelle,NA,43.6931,5.5345,250.0
758,4144,La Palud-sur-Verdon,150600,2019,Feb,28,17,Involontaire,travaux,43.801,6.323,1110.0
759,34281,Saint-Pargoire,388500,2019,Sep,6,6,Malveillance,NA,43.5268,3.5416,38.0
760,66145,Ponteilla,50000,2019,Jul,15,1,Malveillance,NA,42.6347,2.8288,80.0
761,66008,ArgelÃ¨s-sur-Mer,300000,2019,Jul,15,13,Malveillance,NA,42.53,3.0232,5.0
762,66227,Villeneuve-de-la-Raho,365000,2019,Jul,15,13,Malveillance,NA,42.6402,2.909,13.0
763,66168,Saint-AndrÃ©,100000,2019,Jul,16,13,Malveillance,NA,42.5541,2.9794,28.0
764,66108,Millas,880000,2019,Jul,16,14,Involontaire,particulier,42.6966,2.6865,103.0
765,66224,Villelongue-de-la-Salanque,180000,2019,Aug,14,17,Malveillance,NA,42.7261,2.977,7.0
766,7098,Gourdon,70000,2019,Feb,28,17,Involontaire,travaux,44.7328,4.4646,737.0
767,2B281,Sisco,996300,2019,Feb,23,13,Malveillance,NA,42.8152,9.4389,354.0
768,66088,Ille-sur-TÃªt,50000,2019,Aug,22,12,Involontaire,travaux,42.6746,2.6167,158.0
769,66016,Banyuls-sur-Mer,330000,2019,Sep,5,5,Malveillance,NA,42.4602,3.1015,72.0
770,6070,GrÃ©oliÃ¨res,80000,2019,Jan,12,11,Involontaire,particulier,43.8037,6.9296,985.0
771,34165,Montbazin,154537,2019,Jun,5,14,Malveillance,NA,43.5325,3.6694,34.0
772,4204,Senez,197300,2019,Mar,1,9,Involontaire,travaux,43.9229,6.3645,1110.0
773,6074,Lantosque,370000,2019,Feb,25,12,Malveillance,NA,43.9787,7.3121,485.0
774,6153,Valdeblore,342100,2019,Mar,4,15,Malveillance,NA,44.1152,7.1949,1058.0
775,7121,Lachapelle-Graillouse,90000,2019,Mar,4,15,Malveillance,NA,44.8121,4.0241,1056.0
776,48198,Villefort,100000,2019,Feb,13,15,Involontaire,travaux,44.4429,3.9293,900.0
777,48015,Pied-de-Borne,85000,2019,Feb,16,10,Involontaire,travaux,44.4839,3.9685,803.0
778,48061,Florac Trois RiviÃ¨res,57700,2019,Feb,27,15,Involontaire,travaux,44.3189,3.6268,903.0
779,48166,Cans et CÃ©vennes,143500,2019,Feb,28,15,Involontaire,travaux,44.2834,3.6443,903.0
780,48162,Saint-Julien-d'Arpaon,220000,2019,Feb,27,15,Involontaire,travaux,44.3,3.6667,903.0
781,43246,Tiranges,100000,2020,Apr,15,12,Involontaire,particulier,45.2875,4.0154,603.0
782,82131,Montpezat-de-Quercy,80000,2020,Jul,13,14,Accidentelle,NA,44.2392,1.4738,266.0
783,2305,FÃ¨re-en-Tardenois,100000,2020,Jul,27,16,Accidentelle,NA,49.1833,3.5126,215.0
784,82187,Varen,700000,2020,Aug,10,14,Accidentelle,NA,44.1605,1.8858,319.0
785,89021,Asquins,370000,2020,Jul,13,15,Malveillance,NA,47.491,3.7436,302.0
786,58107,Dun-sur-Grandry,216242,2020,Aug,27,18,Involontaire,travaux,47.0877,3.7996,300.0
787,46072,ConcorÃ¨s,120000,2020,Sep,10,16,Involontaire,travaux,44.6695,1.3915,230.0
788,43156,PrÃ©sailles,62000,2020,Sep,18,13,Accidentelle,NA,44.8916,4.0481,1050.0
789,58270,Saint-VÃ©rain,75250,2020,Sep,14,15,Involontaire,travaux,47.4863,3.0344,285.0
790,89044,Blannay,50000,2020,Sep,14,17,Accidentelle,NA,47.5335,3.7628,210.0
791,89419,Toucy,72000,2020,Sep,15,17,Involontaire,travaux,47.7328,3.2882,200.0
792,3217,Saint-Angel,250000,2020,Aug,25,13,Malveillance,NA,46.3558,2.6957,275.0
793,3155,Lurcy-LÃ©vis,55000,2020,Sep,18,18,Accidentelle,NA,46.7371,2.9111,225.0
794,45315,Sully-sur-Loire,50500,2020,Jul,7,16,Involontaire,travaux,47.751,2.3499,144.0
795,45098,ClÃ©ry-Saint-AndrÃ©,100000,2020,Jul,27,13,Involontaire,particulier,47.8151,1.7613,110.0
796,77186,Fontainebleau,50000,2020,Aug,7,12,Involontaire,particulier,48.4236,2.6817,81.0
797,87064,Eymoutiers,140000,2020,Aug,11,21,Accidentelle,NA,45.7098,1.7293,400.0
798,97408,La Possession,108106,2020,Oct,31,14,Accidentelle,NA,-20.9965,55.3918,915.0
799,31581,Villaudric,200000,2020,Aug,7,15,Malveillance,NA,43.832,1.4372,100.0
800,79246,Sainte-Eanne,80000,2020,Jul,30,17,Accidentelle,NA,46.3935,-0.1384,83.0
801,79154,LoubillÃ©,70000,2020,Aug,4,11,Involontaire,travaux,46.0442,-0.0658,106.0
802,15038,Champs-sur-Tarentaine-Marchal,50000,2020,Apr,11,15,Involontaire,travaux,45.4043,2.6053,655.0
803,15250,Vebret,180000,2020,Aug,6,12,Involontaire,travaux,45.351,2.5175,470.0
804,24485,Saint-Pierre-de-CÃ´le,80000,2020,Jul,14,17,Accidentelle,NA,45.3778,0.8158,130.0
805,24294,Montpon-MÃ©nestÃ©rol,50000,2020,Sep,3,14,Malveillance,NA,45.0163,0.147,29.0
806,64067,Assat,71000,2020,Sep,17,13,Involontaire,travaux,43.2576,-0.2878,213.0
807,64223,Etsaut,700000,2020,Feb,24,14,Involontaire,travaux,42.8901,-0.5318,1074.0
808,64559,Viodos-Abense-de-Bas,50000,2020,Sep,18,13,Malveillance,NA,43.2476,-0.8943,130.0
809,40296,Seignosse,60000,2020,Aug,3,16,Involontaire,particulier,43.7055,-1.3939,2.0
810,40319,Trensacq,120000,2020,Aug,16,12,Accidentelle,NA,44.232,-0.7015,76.0
811,40006,Arengosse,50000,2020,Aug,12,15,Naturelle,NA,44.0299,-0.7811,80.0
812,40060,Callen,84391,2020,Aug,13,20,Naturelle,NA,44.2743,-0.4688,89.0
813,33029,Le Barp,125500,2020,Mar,1,15,Naturelle,NA,44.6297,-0.7437,65.0
814,33202,Hostens,214300,2020,Sep,7,15,Accidentelle,NA,44.4834,-0.6616,75.0
815,33202,Hostens,362600,2020,Sep,9,14,Accidentelle,NA,44.4834,-0.6616,75.0
816,33029,Le Barp,212400,2020,Sep,16,14,Accidentelle,NA,44.6297,-0.7437,65.0
817,33233,Laruscade,60000,2020,Sep,17,17,Accidentelle,NA,45.1206,-0.3394,66.0
818,33202,Hostens,50000,2020,Sep,18,5,Malveillance,NA,44.4834,-0.6616,75.0
819,48098,Molezon,93400,2020,Apr,15,12,Involontaire,particulier,44.2151,3.691,750.0
820,2B315,Santo-Pietro-di-Venaco,110000,2020,Feb,2,11,Malveillance,NA,42.2472,9.1764,350.0
821,2B002,Aghione,898200,2020,Jun,5,14,Malveillance,NA,42.0934,9.4064,61.0
822,30089,Comps,86050,2020,Jul,5,9,Accidentelle,NA,43.8489,4.5863,18.0
823,34143,Loupian,135801,2020,Jul,7,15,Involontaire,particulier,43.4509,3.6279,73.0
824,34197,PÃ©ret,517100,2020,Jul,8,14,Malveillance,NA,43.5763,3.4016,40.0
825,2B079,Castello-di-Rostino,322600,2020,Jul,13,11,Malveillance,NA,42.4732,9.2967,499.0
826,13077,Port-de-Bouc,62000,2020,Jun,26,11,Involontaire,travaux,43.4207,4.9993,4.0
827,34226,Quarante,295700,2020,Jul,14,15,Accidentelle,NA,43.353,2.9881,130.0
828,26200,Montfroc,104200,2020,Jul,21,12,Malveillance,NA,44.1722,5.644,660.0
829,2B242,Poggio-Mezzana,196800,2020,Feb,10,18,Malveillance,NA,42.4009,9.5121,14.0
830,6130,Saint-Vallier-de-Thiey,392700,2020,Feb,11,6,Accidentelle,NA,43.6994,6.8516,708.0
831,6070,GrÃ©oliÃ¨res,195400,2020,Feb,11,11,Accidentelle,NA,43.8037,6.9296,985.0
832,7315,La Souche,200000,2020,Feb,15,20,Involontaire,travaux,44.6258,4.1565,600.0
833,2B112,Feliceto,194400,2020,Aug,3,23,Malveillance,NA,42.5515,8.9415,450.0
834,34016,Aumelas,67959,2020,Aug,6,15,Malveillance,NA,43.5768,3.6056,50.0
835,2B224,Pietracorbara,741300,2020,Feb,10,14,Malveillance,NA,42.8459,9.4361,354.0
836,4094,GrÃ©oux-les-Bains,74800,2020,Aug,6,17,Involontaire,travaux,43.7628,5.8597,359.0
837,4199,Saint-Vincent-sur-Jabron,351400,2020,Aug,7,15,Accidentelle,NA,44.1674,5.7425,660.0
838,2B145,Loreto-di-Casinca,50000,2020,Aug,8,6,Malveillance,NA,42.4767,9.4268,25.0
839,2B192,Olmo,200000,2020,Feb,11,8,Accidentelle,NA,42.5018,9.4139,70.0
840,66119,Mosset,150000,2020,Feb,24,12,Involontaire,travaux,42.6719,2.2848,500.0
841,34032,BÃ©ziers,236085,2020,Aug,14,17,Malveillance,NA,43.3481,3.2342,50.0
842,5055,La Faurie,628500,2020,Aug,10,15,Naturelle,NA,44.5751,5.7378,825.0
843,4070,Digne-les-Bains,55900,2020,Aug,24,15,Malveillance,NA,44.0954,6.2495,595.0
844,66069,Espira-de-l'Agly,50000,2020,Mar,13,0,Malveillance,NA,42.7987,2.8231,42.0
845,30129,GÃ©nÃ©rargues,130605,2020,Jul,19,16,Malveillance,NA,44.0797,3.9941,139.0
846,30169,Milhaud,409541,2020,Aug,1,15,Malveillance,NA,43.7831,4.3081,24.0
847,30339,Val-d'Aigoual,663168,2020,Feb,24,15,Involontaire,travaux,44.081,3.6272,367.0
848,2A004,Ajaccio,100000,2020,Aug,13,11,Malveillance,NA,41.9228,8.7058,86.0
849,2A017,Appietto,120000,2020,Aug,13,16,Involontaire,particulier,41.9965,8.7311,317.0
850,83003,Ampus,311000,2020,Feb,19,11,Involontaire,travaux,43.6218,6.3683,892.0
851,2A031,Bastelica,56038,2020,Jan,12,15,Involontaire,travaux,41.9781,9.0553,661.0
852,2B275,Sermano,121520,2020,Sep,6,13,Malveillance,NA,42.3155,9.2637,850.0
853,34147,Magalas,56520,2020,Sep,3,16,Malveillance,NA,43.4778,3.2216,93.0
854,30017,Arrigas,89533,2020,Sep,4,13,Involontaire,particulier,43.9927,3.4806,500.0
855,13081,Rognac,87400,2020,Aug,5,16,Involontaire,particulier,43.4995,5.233,9.0
856,13077,Port-de-Bouc,832200,2020,Aug,4,16,Malveillance,NA,43.4207,4.9993,4.0
857,13118,Coudoux,117300,2020,Aug,3,18,Involontaire,particulier,43.5587,5.2559,198.0
858,13005,Aubagne,91600,2020,Aug,4,17,Involontaire,travaux,43.2904,5.5643,105.0
859,13117,Vitrolles,313100,2020,Aug,23,13,Involontaire,particulier,43.4509,5.2655,9.0
860,34232,Roquebrun,69471,2020,Sep,25,16,Involontaire,particulier,43.5065,2.9978,130.0
861,48119,PrÃ©venchÃ¨res,180100,2020,Sep,7,15,Accidentelle,NA,44.5144,3.9119,900.0
862,30339,Val-d'Aigoual,104450,2020,Feb,23,13,Involontaire,travaux,44.081,3.6272,367.0
863,2B051,Cambia,50000,2020,Oct,11,11,Malveillance,NA,42.367,9.303,822.0
864,7115,Labeaume,50000,2020,Sep,18,14,Involontaire,particulier,44.4682,4.3074,107.0
865,13033,EnsuÃ¨s-la-Redonne,53600,2020,Sep,19,19,Involontaire,travaux,43.3554,5.188,9.0
866,4170,La Rochette,58800,2020,Feb,7,14,Involontaire,travaux,43.9097,6.875,860.0
867,4013,Aubignosc,92500,2020,Nov,21,6,Accidentelle,NA,44.1211,5.9542,440.0
868,66017,Le BarcarÃ¨s,100000,2020,Jul,4,13,Malveillance,NA,42.8118,3.0281,3.0
869,66172,Saint-EstÃ¨ve,80000,2020,Jul,7,10,Involontaire,travaux,42.7154,2.8445,42.0
870,66071,Estagel,286300,2020,Jul,10,16,Malveillance,NA,42.7642,2.7077,182.0
871,66093,Laroque-des-AlbÃ¨res,80000,2020,Jul,17,16,Malveillance,NA,42.5179,2.9314,28.0
872,66176,Saint-Hippolyte,200000,2020,Aug,3,19,Involontaire,particulier,42.8104,2.9754,7.0
873,66049,CÃ©ret,50000,2020,Aug,5,17,Accidentelle,NA,42.473,2.7565,146.0
874,66030,Calce,110000,2020,Aug,21,14,Malveillance,NA,42.7477,2.7545,182.0
875,66015,Banyuls-dels-Aspres,50000,2020,Aug,23,0,Malveillance,NA,42.5653,2.8649,148.0
876,2B063,Carcheto-Brustico,250000,2020,Feb,26,11,Malveillance,NA,42.3554,9.3593,784.0
877,34061,Causses-et-Veyran,79565,2020,Nov,7,10,Malveillance,NA,43.4656,3.0897,140.0
878,2A323,Tavaco,70000,2020,Nov,8,11,Malveillance,NA,42.0327,8.8873,433.0
879,48116,Pont de Montvert - Sud Mont LozÃ¨re,819600,2020,Feb,23,17,Malveillance,NA,44.3684,3.7777,1000.0
880,48178,Saint-Privat-de-Vallongue,77400,2020,Mar,18,12,Involontaire,particulier,44.2885,3.8341,1000.0
881,6103,RoquebilliÃ¨re,95000,2020,Mar,22,11,Malveillance,NA,44.0282,7.2885,625.0
882,6103,RoquebilliÃ¨re,112000,2020,Mar,22,13,Malveillance,NA,44.0282,7.2885,625.0
883,17240,Montendre,150000,2021,Apr,4,15,Involontaire,travaux,45.2859,-0.3862,96.0
884,97415,Saint-Paul,140594,2021,Aug,3,17,Malveillance,NA,-21.0366,55.3402,1200.0
885,87150,Saint-Hilaire-les-Places,100000,2021,Apr,3,16,Accidentelle,NA,45.6372,1.149,336.0
886,97415,Saint-Paul,384400,2021,Oct,2,7,Malveillance,NA,-21.0366,55.3402,1200.0
887,89368,Saint-Sauveur-en-Puisaye,50000,2021,Apr,21,19,Involontaire,travaux,47.6358,3.196,198.0
888,63006,Anzat-le-Luguet,90000,2021,Feb,25,13,Involontaire,travaux,45.3265,3.0104,1270.0
889,63006,Anzat-le-Luguet,80000,2021,Mar,6,14,Involontaire,travaux,45.3265,3.0104,1270.0
890,12094,Entraygues-sur-TruyÃ¨re,60000,2021,Feb,22,1,Accidentelle,NA,44.6604,2.5853,239.0
891,12155,Fondamente,60000,2021,Mar,30,15,Involontaire,travaux,43.8574,3.1226,510.0
892,40184,Mimizan,600000,2021,Aug,28,15,Involontaire,particulier,44.1995,-1.2322,26.0
893,33436,Saint-Magne,50000,2021,Apr,19,15,Malveillance,NA,44.559,-0.6623,75.0
894,33376,Saint-Aubin-de-MÃ©doc,50000,2021,Aug,31,2,Accidentelle,NA,44.9343,-0.7478,27.0
895,34214,Pouzolles,216018,2021,Mar,21,10,Involontaire,travaux,43.478,3.2727,73.0
896,34040,Brenas,97834,2021,Mar,24,12,Involontaire,travaux,43.6402,3.2521,439.0
897,34341,Villeveyrac,221628,2021,Mar,29,11,Involontaire,travaux,43.4956,3.5931,34.0
898,2B355,Volpajola,489000,2021,Mar,31,12,Malveillance,NA,42.5237,9.3699,70.0
899,34092,Cruzy,60755,2021,Jan,17,12,Malveillance,NA,43.3528,2.9244,219.0
900,6163,Tende,420000,2021,Apr,7,12,Involontaire,travaux,44.0971,7.5499,1279.0
901,48075,Ispagnac,62600,2021,Apr,1,20,Involontaire,travaux,44.4009,3.5315,618.0
902,48168,Saint-LÃ©ger-de-Peyre,75000,2021,Apr,2,17,Involontaire,travaux,44.6048,3.3059,746.0
903,48119,PrÃ©venchÃ¨res,114700,2021,Apr,7,16,Malveillance,NA,44.5144,3.9119,900.0
904,7251,Saint-Joseph-des-Bancs,57000,2021,Apr,1,10,Involontaire,travaux,44.7515,4.4147,500.0
905,84079,Monieux,308100,2021,Apr,7,14,Involontaire,particulier,44.052,5.345,670.0
906,7187,Prunet,165000,2021,Apr,8,12,Involontaire,travaux,44.5957,4.255,779.0
907,5077,Molines-en-Queyras,55000,2021,May,8,15,Involontaire,particulier,44.7123,6.8975,2000.0
908,2B355,Volpajola,80000,2021,May,17,10,Malveillance,NA,42.5237,9.3699,70.0
909,2B213,Pianello,50000,2021,Jan,30,9,Malveillance,NA,42.3004,9.3577,680.0
910,34135,Lespignan,340439,2021,May,30,12,Involontaire,particulier,43.2737,3.1689,37.0
911,34206,Poilhes,560104,2021,Jun,7,10,Malveillance,NA,43.304,3.0915,33.0
912,34135,Lespignan,188475,2021,Jun,7,12,Malveillance,NA,43.2737,3.1689,37.0
913,13007,Auriol,803300,2021,Apr,6,16,Involontaire,particulier,43.3594,5.6559,615.0
914,66069,Espira-de-l'Agly,100000,2021,Apr,6,5,Malveillance,NA,42.7987,2.8231,42.0
915,66174,Saint-FÃ©liu-d'Avall,70000,2021,Jun,14,12,Involontaire,travaux,42.6733,2.7498,110.0
916,2A004,Ajaccio,54000,2021,Jun,25,15,Involontaire,particulier,41.9228,8.7058,86.0
917,66148,Port-Vendres,329600,2021,Jun,16,9,Involontaire,travaux,42.5034,3.1048,72.0
918,83124,Seillans,70000,2021,Jun,30,15,Accidentelle,NA,43.6326,6.6024,372.0
919,2B150,Lumio,52500,2021,Jul,5,8,Malveillance,NA,42.58,8.8262,296.0
920,30193,Parignargues,54503,2021,Jul,9,15,Involontaire,travaux,43.8679,4.2129,114.0
921,2B185,Oletta,105050,2021,Jul,14,13,Malveillance,NA,42.6451,9.3453,54.0
922,6157,Vence,89000,2021,Jul,14,12,Involontaire,particulier,43.7373,7.0995,299.0
923,2A006,Alata,70000,2021,Jul,9,18,Malveillance,NA,41.9702,8.7294,317.0
924,2B190,Olmi-Cappella,65000,2021,Feb,26,14,Malveillance,NA,42.5231,9.0107,844.0
925,66121,NÃ©fiach,963400,2021,Jul,18,15,Involontaire,particulier,42.696,2.6566,103.0
926,66012,Baho,304530,2021,Jul,19,13,Involontaire,travaux,42.7066,2.8229,42.0
927,66048,CerbÃ¨re,99300,2021,Jul,31,16,Involontaire,particulier,42.4471,3.1493,72.0
928,34328,VendÃ©mian,69781,2021,Aug,1,13,Malveillance,NA,43.5808,3.5611,50.0
929,2B143,Linguizzetta,100000,2021,Aug,7,13,Malveillance,NA,42.2144,9.5015,78.0
930,34180,NÃ©bian,134100,2021,Aug,2,14,Malveillance,NA,43.5999,3.4357,145.0
931,34007,Aigues-Vives,67160,2021,Aug,16,19,Involontaire,particulier,43.3503,2.8231,124.0
932,34017,Aumes,143957,2021,Aug,18,12,Malveillance,NA,43.4632,3.4695,22.0
933,34183,Nissan-lez-Enserune,464040,2021,Aug,18,13,Involontaire,particulier,43.282,3.1051,33.0
934,2A017,Appietto,357000,2021,Jul,29,17,Malveillance,NA,41.9965,8.7311,317.0
935,2A209,Peri,78000,2021,Aug,3,15,Malveillance,NA,42.0015,8.9099,433.0
936,66190,Salses-le-ChÃ¢teau,170000,2021,Aug,20,15,Malveillance,NA,42.8359,2.9134,7.0
937,66205,Tautavel,902900,2021,Aug,26,12,Involontaire,particulier,42.8163,2.7161,182.0
938,6073,Isola,98000,2021,Aug,26,12,Naturelle,NA,44.1903,7.0835,875.0
939,48075,Ispagnac,154800,2021,Aug,27,17,Malveillance,NA,44.4009,3.5315,618.0
940,13056,Martigues,59000,2021,Jul,16,16,Involontaire,particulier,43.3839,5.0451,12.0
941,2B235,Pioggiola,100000,2021,Mar,13,17,Malveillance,NA,42.5251,8.9696,844.0
942,2B333,Vallecalle,170000,2021,Mar,14,8,Malveillance,NA,42.6003,9.3373,54.0
943,2B143,Linguizzetta,334500,2021,Sep,7,14,Malveillance,NA,42.2144,9.5015,78.0
944,34268,Saint-Jean-de-la-BlaquiÃ¨re,153388,2021,Aug,19,12,Malveillance,NA,43.7077,3.4304,110.0
945,34045,CabriÃ¨res,278905,2021,Aug,24,12,Malveillance,NA,43.5779,3.3473,200.0
946,34213,Poussan,61647,2021,Aug,26,11,Malveillance,NA,43.4976,3.6623,34.0
947,34036,Le Bosc,113183,2021,Aug,28,12,Malveillance,NA,43.6985,3.3896,110.0
948,66002,AlÃ©nya,75000,2021,Aug,28,19,Malveillance,NA,42.6413,2.9824,13.0
949,34332,Vias,70550,2021,Sep,27,15,Involontaire,particulier,43.3089,3.3948,15.0
950,2A006,Alata,157305,2021,Oct,10,12,Involontaire,particulier,41.9702,8.7294,317.0
951,34093,Dio-et-ValquiÃ¨res,72005,2021,Oct,12,18,Involontaire,travaux,43.6699,3.2199,439.0
952,34135,Lespignan,378600,2021,Oct,28,13,Malveillance,NA,43.2737,3.1689,37.0
953,34186,Octon,68072,2021,Oct,10,12,Malveillance,NA,43.6588,3.2936,184.0
954,34056,Castelnau-de-Guers,80994,2021,Oct,13,18,Malveillance,NA,43.436,3.4718,20.0
955,34165,Montbazin,445051,2021,Aug,16,5,Malveillance,NA,43.5325,3.6694,34.0
956,34178,Murviel-lÃ¨s-BÃ©ziers,54906,2021,Mar,11,14,Malveillance,NA,43.4597,3.1362,140.0
957,2A200,Palneca,184200,2021,Oct,23,16,Malveillance,NA,41.9905,9.1868,928.0
958,2B289,Soveria,106000,2021,Oct,25,15,Malveillance,NA,42.3473,9.1425,347.0
959,2B079,Castello-di-Rostino,70000,2021,Oct,26,15,Malveillance,NA,42.4732,9.2967,499.0
960,2B343,Venzolasca,80000,2021,Dec,19,11,Malveillance,NA,42.4998,9.4885,25.0
961,34144,Lunas,77012,2021,Mar,13,17,Involontaire,travaux,43.7033,3.1951,249.0
962,15081,Jou-sous-Monjou,50000,2022,Jan,24,18,Involontaire,travaux,44.9411,2.6605,683.0
963,15045,Chaudes-Aigues,150000,2022,Feb,10,16,Involontaire,travaux,44.8423,3.0057,924.0
964,21582,Santenay,75000,2022,Mar,9,15,Involontaire,travaux,46.9184,4.6929,232.0
